,workerid,education,age,language,gender,n_fails,condition,total_rt,delayBlue,delayPink,goal,goal_bot,goal_dummy,goal_dummy_bot,intention,intention_bot,knowledge,knowledge_bot,goal_rt,goal_bot_rt,goal_dummy_rt,goal_dummy_bot_rt,intention_rt,intention_bot_rt,knowledge_rt,knowledge_bot_rt,cause_rt,delay_rt,attention_rt,order,attention,cause_blue,cause_pink,cause_orange,cause_both,cause_bothOrange,cause_pb,cause_bp,cause_ob,cause_blue_norm,cause_pink_norm,cause_orange_norm,cause_both_norm,cause_bothOrange_norm,cause_bp_norm,cause_pb_norm,cause_ob_norm,min,flat,max
96,96,4,38,English,Female,0,condition 3,5.426083333,6,6,7,7,1,3,7,7,7,6,3.073,7.034,4.549,3.965,3.517,8.898,9.921,4.181,74.729,19.014,17.087,"[1, 'How likely is it that Brock knew how to open the door?'] [2, 'How likely is it that Brock intentionally opened the door?'] [3, 'Was Brock aiming to open the door?'] [4, 'What is the likelihood that the vacuum-bot had the intention to open the door?'] [5, 'How likely is it that the vacuum-bot knew how to open the door?'] [6, 'Was Brock aiming to clean the room?'] [7, 'Was the vacuum-bot aiming to open the door?'] [8, 'Was the vacuum-bot aiming to clean the room?']",3,5,4,4,7,4,3,4,6,0.25,0.125,0.25,0.5,0.25,0.125,0,0.75,3,FALSE,2
97,97,5,29,English,Male,0,condition 1,7.307033333,20,10,6,NA,6,NA,3,NA,6,NA,4.782,NA,5.654,NA,5.128,NA,1.96,NA,15.28,190.57,82.605,"[1, 'Was Brock aiming to open the door?'] [2, 'How likely is it that Brock intentionally opened the door?'] [3, 'How likely is it that Brock knew how to open the door?'] [4, 'Was Brock aiming to clean the room?']",3,7,5,7,3,6,7,5,6,0.5,0.25,1,0,0.75,0.25,1,0.75,3,FALSE,2
98,98,3,35,ENGLISH,Male,0,condition 1,12.92591667,5,5,5,NA,5,NA,6,NA,4,NA,4.605,NA,87.761,NA,1.881,NA,1.582,NA,10.08,5.869,3.232,"[1, 'Was Brock aiming to open the door?'] [2, 'Was Brock aiming to clean the room?'] [3, 'How likely is it that Brock intentionally opened the door?'] [4, 'How likely is it that Brock knew how to open the door?']",3,4,5,4,4,5,5,6,4,0,0.333333333,0,0,0.333333333,0.666666667,0.333333333,0,4,FALSE,1
99,99,3,39,English,Male,0,condition 3,13.38426667,3,1,7,2,1,5,7,2,6,4,8.374,8.286,3.899,12.492,3.977,5.727,5.138,6.985,95.68,18.17,15.466,"[1, 'Was Brock aiming to open the door?'] [2, 'How likely is it that the vacuum-bot knew how to open the door?'] [3, 'Was the vacuum-bot aiming to clean the room?'] [4, 'How likely is it that Brock knew how to open the door?'] [5, 'What is the likelihood that the vacuum-bot had the intention to open the door?'] [6, 'How likely is it that Brock intentionally opened the door?'] [7, 'Was the vacuum-bot aiming to open the door?'] [8, 'Was Brock aiming to clean the room?']",3,6,1,1,3,1,1,3,1,0.555555556,0,0,0.222222222,0,0.222222222,0,0,1,FALSE,1.5
100,100,3,53,English,Male,0,condition 3,3.583516667,3,3,7,4,1,4,7,4,7,4,3.373,2.556,3.415,5.311,2.716,5.995,6.717,2.545,23.2,8.923,17.823,"[1, 'How likely is it that Brock knew how to open the door?'] [2, 'Was the vacuum-bot aiming to clean the room?'] [3, 'Was Brock aiming to open the door?'] [4, 'How likely is it that Brock intentionally opened the door?'] [5, 'How likely is it that the vacuum-bot knew how to open the door?'] [6, 'Was Brock aiming to clean the room?'] [7, 'What is the likelihood that the vacuum-bot had the intention to open the door?'] [8, 'Was the vacuum-bot aiming to open the door?']",3,5,3,1,6,1,1,5,1,0.266666667,0.133333333,0,0.333333333,0,0.266666667,0,0,1,FALSE,2.5
101,101,3,30,English,Male,0,condition 2,3.601216667,10,5,2,NA,5,NA,1,NA,2,NA,7.391,NA,4.107,NA,3.204,NA,4.163,NA,35.897,14.21,12.309,"[1, 'Was Brock-bot aiming to open the door?'] [2, 'How likely is it that Brock-bot knew how to open the door?'] [3, 'How likely is it that Brock-bot intentionally opened the door?'] [4, 'Was Brock-bot aiming to clean the room?']",3,6,6,1,4,1,1,5,1,0.294117647,0.294117647,0,0.176470588,0,0.235294118,0,0,1,FALSE,2.833333333
102,102,4,33,english,Female,0,condition 2,3.225083333,3,3,6,NA,4,NA,5,NA,6,NA,13.396,NA,3.835,NA,7.188,NA,2.791,NA,27.471,9.169,10.978,"[1, 'Was Brock-bot aiming to open the door?'] [2, 'How likely is it that Brock-bot intentionally opened the door?'] [3, 'How likely is it that Brock-bot knew how to open the door?'] [4, 'Was Brock-bot aiming to clean the room?']",2,2,6,1,6,1,2,6,1,0.0625,0.3125,0,0.3125,0,0.3125,0.166666667,0,1,FALSE,2.666666667
103,103,3,27,English,Male,0,condition 1,4.401,30,13,6,NA,1,NA,6,NA,6,NA,5.453,NA,9.088,NA,4.631,NA,7.161,NA,40.487,33.3,16.03,"[1, 'Was Brock aiming to clean the room?'] [2, 'How likely is it that Brock knew how to open the door?'] [3, 'Was Brock aiming to open the door?'] [4, 'How likely is it that Brock intentionally opened the door?']",3,3,3,1,5,1,1,6,1,0.153846154,0.153846154,0,0.307692308,0,0.384615385,0,0,1,FALSE,2.166666667
104,104,3,35,english,Male,0,condition 1,5.042916667,14,6,7,NA,2,NA,6,NA,6,NA,2.867,NA,3.861,NA,8.462,NA,3.99,NA,44.056,13.007,10.958,"[1, 'How likely is it that Brock intentionally opened the door?'] [2, 'Was Brock aiming to open the door?'] [3, 'How likely is it that Brock knew how to open the door?'] [4, 'Was Brock aiming to clean the room?']",3,4,4,1,6,4,1,5,3,0.2,0.2,0,0.333333333,0.5,0.266666667,0,0.333333333,1,FALSE,2.5
105,105,4,38,English,Female,0,condition 2,3.8147,10,20,6,NA,4,NA,6,NA,5,NA,4.419,NA,4.385,NA,7.115,NA,3.795,NA,16.046,11.356,22.381,"[1, 'How likely is it that Brock-bot intentionally opened the door?'] [2, 'How likely is it that Brock-bot knew how to open the door?'] [3, 'Was Brock-bot aiming to clean the room?'] [4, 'Was Brock-bot aiming to open the door?']",1,5,4,6,5,4,5,6,6,0.25,0,0.666666667,0.25,0,0.5,0.333333333,0.666666667,4,FALSE,1.333333333
106,106,3,44,ENGLISH,Male,0,condition 2,4.517133333,2,4,6,NA,6,NA,7,NA,7,NA,2.571,NA,2.339,NA,7.521,NA,1.93,NA,15.516,19.779,40.224,"[1, 'How likely is it that Brock-bot intentionally opened the door?'] [2, 'Was Brock-bot aiming to open the door?'] [3, 'How likely is it that Brock-bot knew how to open the door?'] [4, 'Was Brock-bot aiming to clean the room?']",3,6,7,5,6,7,7,6,7,0.2,0.4,0,0.2,1,0.2,1,1,5,FALSE,2.5
107,107,3,60,English,Male,0,condition 1,5.466533333,2,4,6,NA,7,NA,7,NA,6,NA,3.69,NA,12.13,NA,4.065,NA,5.792,NA,25.266,55.188,9.503,"[1, 'Was Brock aiming to clean the room?'] [2, 'How likely is it that Brock knew how to open the door?'] [3, 'Was Brock aiming to open the door?'] [4, 'How likely is it that Brock intentionally opened the door?']",2,6,7,6,5,6,7,6,6,0.25,0.5,0.5,0,0.5,0.25,1,0.5,5,FALSE,2
108,108,4,32,ENGLISH,Male,0,condition 2,3.997,20,20,6,NA,7,NA,6,NA,6,NA,6.426,NA,4.916,NA,3.33,NA,2.436,NA,13.477,4.372,10.419,"[1, 'Was Brock-bot aiming to open the door?'] [2, 'Was Brock-bot aiming to clean the room?'] [3, 'How likely is it that Brock-bot knew how to open the door?'] [4, 'How likely is it that Brock-bot intentionally opened the door?']",3,7,7,6,6,6,5,6,5,0.333333333,0.333333333,0.5,0.166666667,0.5,0.166666667,0,0,5,FALSE,3
109,109,3,43,English,Female,0,condition 2,4.9326,15,6,7,NA,2,NA,7,NA,7,NA,3.747,NA,4.029,NA,6.251,NA,4.128,NA,39.556,19.751,17.532,"[1, 'How likely is it that Brock-bot intentionally opened the door?'] [2, 'How likely is it that Brock-bot knew how to open the door?'] [3, 'Was Brock-bot aiming to open the door?'] [4, 'Was Brock-bot aiming to clean the room?']",3,1,1,1,4,1,1,7,1,0,0,0,0.333333333,0,0.666666667,0,0,1,FALSE,1.5
110,110,2,34,NA,Male,0,condition 3,5.8434,8,6,6,4,4,4,4,4,6,4,4.283,3.885,12.596,6.59,6.509,4.859,2.934,3.588,97.279,24.448,29.971,"[1, 'Was Brock aiming to clean the room?'] [2, 'How likely is it that Brock intentionally opened the door?'] [3, 'Was the vacuum-bot aiming to clean the room?'] [4, 'Was Brock aiming to open the door?'] [5, 'What is the likelihood that the vacuum-bot had the intention to open the door?'] [6, 'How likely is it that the vacuum-bot knew how to open the door?'] [7, 'How likely is it that Brock knew how to open the door?'] [8, 'Was the vacuum-bot aiming to open the door?']",3,4,4,1,4,1,1,4,1,0.25,0.25,0,0.25,0,0.25,0,0,1,FALSE,2
111,111,3,38,English,Male,0,condition 3,4.4321,1,2,7,1,2,7,7,1,5,1,3.208,2.401,4.912,2.592,2.552,2.904,3.872,3.487,32.855,11.16,19.161,"[1, 'How likely is it that the vacuum-bot knew how to open the door?'] [2, 'How likely is it that Brock intentionally opened the door?'] [3, 'Was Brock aiming to open the door?'] [4, 'Was the vacuum-bot aiming to open the door?'] [5, 'Was Brock aiming to clean the room?'] [6, 'Was the vacuum-bot aiming to clean the room?'] [7, 'How likely is it that Brock knew how to open the door?'] [8, 'What is the likelihood that the vacuum-bot had the intention to open the door?']",3,4,1,1,6,1,3,6,1,0.230769231,0,0,0.384615385,0,0.384615385,0.333333333,0,1,FALSE,2.166666667
112,112,3,30,english,Female,0,condition 2,3.99825,7,4,7,NA,5,NA,7,NA,7,NA,2.694,NA,6.366,NA,6.77,NA,3.141,NA,25.954,36.915,14.306,"[1, 'How likely is it that Brock-bot intentionally opened the door?'] [2, 'Was Brock-bot aiming to clean the room?'] [3, 'How likely is it that Brock-bot knew how to open the door?'] [4, 'Was Brock-bot aiming to open the door?']",3,1,1,1,7,1,1,7,1,0,0,0,0.5,0,0.5,0,0,1,FALSE,2
113,113,3,32,English,Male,0,condition 3,4.358233333,15,10,7,1,1,7,7,1,7,1,2.908,4.802,16.889,3.309,3.574,5.428,3.35,4.018,32.618,18.869,22.53,"[1, 'Was Brock aiming to clean the room?'] [2, 'Was the vacuum-bot aiming to clean the room?'] [3, 'Was the vacuum-bot aiming to open the door?'] [4, 'How likely is it that Brock intentionally opened the door?'] [5, 'How likely is it that Brock knew how to open the door?'] [6, 'How likely is it that the vacuum-bot knew how to open the door?'] [7, 'Was Brock aiming to open the door?'] [8, 'What is the likelihood that the vacuum-bot had the intention to open the door?']",2,7,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,FALSE,1
114,114,3,44,English,Male,0,condition 3,7.291433333,8,4,5,5,1,4,5,5,4,5,4.783,12.88,7.182,12.871,17.966,5.199,5.5,6.937,88.868,53.756,44.383,"[1, 'How likely is it that Brock intentionally opened the door?'] [2, 'How likely is it that Brock knew how to open the door?'] [3, 'What is the likelihood that the vacuum-bot had the intention to open the door?'] [4, 'Was the vacuum-bot aiming to open the door?'] [5, 'How likely is it that the vacuum-bot knew how to open the door?'] [6, 'Was Brock aiming to clean the room?'] [7, 'Was the vacuum-bot aiming to clean the room?'] [8, 'Was Brock aiming to open the door?']",2,3,5,1,5,1,1,5,1,0.142857143,0.285714286,0,0.285714286,0,0.285714286,0,0,1,FALSE,2.333333333
115,115,3,29,English,Male,0,condition 2,7.71185,10,10,4,NA,5,NA,5,NA,6,NA,2.077,NA,5.906,NA,1.579,NA,2.025,NA,11.083,17.562,14.295,"[1, 'Was Brock-bot aiming to clean the room?'] [2, 'How likely is it that Brock-bot knew how to open the door?'] [3, 'Was Brock-bot aiming to open the door?'] [4, 'How likely is it that Brock-bot intentionally opened the door?']",3,4,5,4,4,3,5,4,4,0.2,0.4,0.25,0.2,0,0.2,0.5,0.25,3,FALSE,1.25
116,116,3,24,English,Male,0,condition 1,4.376916667,5,3,7,NA,4,NA,6,NA,4,NA,1.769,NA,2.433,NA,4.719,NA,3.74,NA,26.678,9.381,9.554,"[1, 'How likely is it that Brock intentionally opened the door?'] [2, 'Was Brock aiming to clean the room?'] [3, 'Was Brock aiming to open the door?'] [4, 'How likely is it that Brock knew how to open the door?']",3,1,7,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,FALSE,1
117,117,3,36,English,Female,0,condition 1,4.55595,20,15,7,NA,1,NA,7,NA,7,NA,2.993,NA,5.238,NA,7.617,NA,4.56,NA,44.115,20.501,13.948,"[1, 'How likely is it that Brock intentionally opened the door?'] [2, 'How likely is it that Brock knew how to open the door?'] [3, 'Was Brock aiming to clean the room?'] [4, 'Was Brock aiming to open the door?']",3,1,1,1,7,1,1,7,1,0,0,0,0.5,0,0.5,0,0,1,FALSE,2
118,118,4,28,English,Male,0,condition 3,6.013166667,4,2,7,2,2,7,7,3,7,3,3.732,3.703,7.467,3.376,3.399,3.056,3.223,10.051,38.741,11.981,33.276,"[1, 'How likely is it that the vacuum-bot knew how to open the door?'] [2, 'How likely is it that Brock intentionally opened the door?'] [3, 'What is the likelihood that the vacuum-bot had the intention to open the door?'] [4, 'Was the vacuum-bot aiming to open the door?'] [5, 'How likely is it that Brock knew how to open the door?'] [6, 'Was Brock aiming to clean the room?'] [7, 'Was Brock aiming to open the door?'] [8, 'Was the vacuum-bot aiming to clean the room?']",3,6,5,1,3,2,1,7,2,0.294117647,0.235294118,0,0.117647059,0.166666667,0.352941176,0,0.166666667,1,FALSE,2.833333333
119,119,3,66,English,Female,0,condition 1,6.184883333,3,2,7,NA,2,NA,7,NA,7,NA,5.912,NA,16.898,NA,10.448,NA,4.036,NA,50.341,41.131,30.686,"[1, 'How likely is it that Brock intentionally opened the door?'] [2, 'Was Brock aiming to open the door?'] [3, 'How likely is it that Brock knew how to open the door?'] [4, 'Was Brock aiming to clean the room?']",3,1,1,1,4,1,1,7,1,0,0,0,0.333333333,0,0.666666667,0,0,1,FALSE,1.5
120,120,4,27,English,Female,0,condition 3,7.821816667,8,3,7,4,1,5,7,2,6,3,3.623,16.68,27.303,9.799,11.713,6.531,9.343,38.985,42.723,28.816,55.452,"[1, 'Was the vacuum-bot aiming to open the door?'] [2, 'How likely is it that Brock intentionally opened the door?'] [3, 'Was the vacuum-bot aiming to clean the room?'] [4, 'What is the likelihood that the vacuum-bot had the intention to open the door?'] [5, 'How likely is it that the vacuum-bot knew how to open the door?'] [6, 'How likely is it that Brock knew how to open the door?'] [7, 'Was Brock aiming to clean the room?'] [8, 'Was Brock aiming to open the door?']",3,4,4,2,6,2,3,6,2,0.166666667,0.166666667,0,0.333333333,0,0.333333333,0.2,0,2,FALSE,2.4
121,121,4,35,English,Male,0,condition 2,5.604166667,3,2,7,NA,6,NA,7,NA,6,NA,3.969,NA,3.008,NA,3.723,NA,8.973,NA,16.075,6.183,2.71,"[1, 'How likely is it that Brock-bot knew how to open the door?'] [2, 'Was Brock-bot aiming to open the door?'] [3, 'Was Brock-bot aiming to clean the room?'] [4, 'How likely is it that Brock-bot intentionally opened the door?']",1,6,7,6,7,6,6,7,7,0,0.333333333,0,0.333333333,0,0.333333333,0,1,6,FALSE,3
122,122,3,34,English,Female,0,condition 3,5.94935,10,12,6,2,3,3,6,3,5,5,5.134,6.424,3.191,7.208,4.019,5.547,10.524,4.59,70.354,23.238,17.496,"[1, 'How likely is it that Brock knew how to open the door?'] [2, 'Was the vacuum-bot aiming to clean the room?'] [3, 'How likely is it that Brock intentionally opened the door?'] [4, 'Was Brock aiming to open the door?'] [5, 'Was the vacuum-bot aiming to open the door?'] [6, 'How likely is it that the vacuum-bot knew how to open the door?'] [7, 'Was Brock aiming to clean the room?'] [8, 'What is the likelihood that the vacuum-bot had the intention to open the door?']",1,7,1,3,2,7,6,2,4,0.75,0,0.333333333,0.125,1,0.125,0.833333333,0.5,1,FALSE,1.333333333
123,123,3,43,English,Male,0,condition 2,8.866816667,3,3,3,NA,5,NA,6,NA,5,NA,3.878,NA,8.994,NA,3.947,NA,3.947,NA,32.167,10.305,38.735,"[1, 'Was Brock-bot aiming to clean the room?'] [2, 'Was Brock-bot aiming to open the door?'] [3, 'How likely is it that Brock-bot knew how to open the door?'] [4, 'How likely is it that Brock-bot intentionally opened the door?']",3,5,2,2,4,3,5,3,5,0.5,0,0,0.333333333,0.2,0.166666667,0.6,0.6,2,FALSE,1.2
124,124,3,37,English,Male,0,condition 1,8.7431,15,7,7,NA,1,NA,7,NA,6,NA,5.354,NA,5.924,NA,6.321,NA,13.3,NA,44.273,53.756,26.663,"[1, 'How likely is it that Brock knew how to open the door?'] [2, 'Was Brock aiming to open the door?'] [3, 'How likely is it that Brock intentionally opened the door?'] [4, 'Was Brock aiming to clean the room?']",2,2,2,1,4,1,2,7,2,0.090909091,0.090909091,0,0.272727273,0,0.545454545,0.166666667,0.166666667,1,FALSE,1.833333333
125,125,3,57,English,Male,0,condition 1,5.586716667,15,5,7,NA,1,NA,7,NA,5,NA,10.736,NA,4.741,NA,4.737,NA,10.91,NA,42.127,37.959,10.718,"[1, 'Was Brock aiming to open the door?'] [2, 'Was Brock aiming to clean the room?'] [3, 'How likely is it that Brock intentionally opened the door?'] [4, 'How likely is it that Brock knew how to open the door?']",3,1,1,1,6,1,1,7,1,0,0,0,0.454545455,0,0.545454545,0,0,1,FALSE,1.833333333
126,126,3,51,English,Male,0,condition 2,8.680116667,6,6,6,NA,4,NA,6,NA,7,NA,75.463,NA,25.438,NA,12.63,NA,21.713,NA,100.581,47.53,44.489,"[1, 'How likely is it that Brock-bot knew how to open the door?'] [2, 'How likely is it that Brock-bot intentionally opened the door?'] [3, 'Was Brock-bot aiming to open the door?'] [4, 'Was Brock-bot aiming to clean the room?']",2,1,1,1,7,1,1,7,1,0,0,0,0.5,0,0.5,0,0,1,FALSE,2
127,127,4,35,english,Male,0,condition 2,4.45455,30,30,7,NA,7,NA,7,NA,7,NA,1.815,NA,6.089,NA,1.54,NA,3.381,NA,16.789,4.48,5.044,"[1, 'Was Brock-bot aiming to clean the room?'] [2, 'Was Brock-bot aiming to open the door?'] [3, 'How likely is it that Brock-bot knew how to open the door?'] [4, 'How likely is it that Brock-bot intentionally opened the door?']",3,7,7,7,5,5,4,5,4,0.375,0.375,1,0.125,0.333333333,0.125,0,0,4,FALSE,2.666666667
128,128,3,37,English,Male,0,condition 1,9.207416667,10,5,7,NA,1,NA,7,NA,7,NA,2.395,NA,6.258,NA,3.567,NA,3.823,NA,32.97,25.142,11.927,"[1, 'Was Brock aiming to clean the room?'] [2, 'How likely is it that Brock intentionally opened the door?'] [3, 'How likely is it that Brock knew how to open the door?'] [4, 'Was Brock aiming to open the door?']",3,1,2,1,4,1,3,6,1,0,0.111111111,0,0.333333333,0,0.555555556,0.333333333,0,1,FALSE,1.5
129,129,4,39,English,Female,0,condition 1,8.806066667,3,3,6,NA,6,NA,7,NA,7,NA,2.386,NA,3.318,NA,2.768,NA,35.679,NA,72.393,9.205,5.081,"[1, 'How likely is it that Brock knew how to open the door?'] [2, 'Was Brock aiming to open the door?'] [3, 'How likely is it that Brock intentionally opened the door?'] [4, 'Was Brock aiming to clean the room?']",4,7,6,7,5,7,6,6,7,0.5,0.25,1,0,1,0.25,0.5,1,5,FALSE,2
130,130,4,30,English,Male,0,condition 3,3.248633333,5,10,7,7,6,6,7,7,6,6,2.041,2.065,3.001,2.063,2.775,4.288,2.091,2.258,29.251,7.717,2.916,"[1, 'What is the likelihood that the vacuum-bot had the intention to open the door?'] [2, 'Was Brock aiming to clean the room?'] [3, 'How likely is it that Brock intentionally opened the door?'] [4, 'How likely is it that Brock knew how to open the door?'] [5, 'How likely is it that the vacuum-bot knew how to open the door?'] [6, 'Was the vacuum-bot aiming to open the door?'] [7, 'Was the vacuum-bot aiming to clean the room?'] [8, 'Was Brock aiming to open the door?']",3,5,5,1,7,3,6,7,3,0.2,0.2,0,0.3,0.333333333,0.3,0.833333333,0.333333333,1,FALSE,3.333333333
131,131,3,31,English,Male,0,condition 3,8.84455,20,5,5,7,2,2,5,6,4,6,4.03,2.456,11.559,12.113,9.656,4.633,4.575,5.349,71.795,29.291,108.398,"[1, 'Was Brock aiming to clean the room?'] [2, 'How likely is it that the vacuum-bot knew how to open the door?'] [3, 'How likely is it that Brock knew how to open the door?'] [4, 'How likely is it that Brock intentionally opened the door?'] [5, 'Was the vacuum-bot aiming to clean the room?'] [6, 'Was the vacuum-bot aiming to open the door?'] [7, 'Was Brock aiming to open the door?'] [8, 'What is the likelihood that the vacuum-bot had the intention to open the door?']",3,4,5,1,6,1,2,7,1,0.166666667,0.222222222,0,0.277777778,0,0.333333333,0.166666667,0,1,FALSE,3
132,132,3,33,English,Male,0,condition 1,8.186033333,2,2,7,NA,6,NA,5,NA,6,NA,4.155,NA,2.085,NA,6.252,NA,11.151,NA,8.893,6.725,3.44,"[1, 'How likely is it that Brock knew how to open the door?'] [2, 'Was Brock aiming to open the door?'] [3, 'How likely is it that Brock intentionally opened the door?'] [4, 'Was Brock aiming to clean the room?']",1,5,6,6,6,6,5,3,6,0.25,0.375,0.75,0.375,0.75,0,0.5,0.75,3,FALSE,2
133,133,3,30,English,Male,0,condition 2,10.54746667,10,10,5,NA,5,NA,6,NA,6,NA,1.885,NA,1.294,NA,4.912,NA,2.748,NA,5.512,4.464,2.166,"[1, 'How likely is it that Brock-bot intentionally opened the door?'] [2, 'How likely is it that Brock-bot knew how to open the door?'] [3, 'Was Brock-bot aiming to clean the room?'] [4, 'Was Brock-bot aiming to open the door?']",3,5,7,6,7,6,7,7,6,0,0.333333333,0.5,0.333333333,0.5,0.333333333,1,0.5,5,FALSE,3
134,134,3,56,English,Male,0,condition 3,6.916766667,25,15,6,7,3,3,6,6,5,5,3.68,6.62,3.673,6.162,6.571,14.768,6.623,5.488,50.804,48.63,44.894,"[1, 'What is the likelihood that the vacuum-bot had the intention to open the door?'] [2, 'Was the vacuum-bot aiming to open the door?'] [3, 'Was Brock aiming to open the door?'] [4, 'How likely is it that Brock knew how to open the door?'] [5, 'Was the vacuum-bot aiming to clean the room?'] [6, 'How likely is it that Brock intentionally opened the door?'] [7, 'Was Brock aiming to clean the room?'] [8, 'How likely is it that the vacuum-bot knew how to open the door?']",3,6,4,2,6,3,5,6,3,0.285714286,0.142857143,0,0.285714286,0.2,0.285714286,0.6,0.2,2,FALSE,2.8
135,135,4,30,English,Male,0,condition 2,3.231633333,2,4,6,NA,7,NA,6,NA,5,NA,1.834,NA,1.657,NA,1.954,NA,3.463,NA,8.426,6.198,2.941,"[1, 'How likely is it that Brock-bot knew how to open the door?'] [2, 'How likely is it that Brock-bot intentionally opened the door?'] [3, 'Was Brock-bot aiming to clean the room?'] [4, 'Was Brock-bot aiming to open the door?']",4,5,6,7,6,5,6,6,7,0,0.333333333,1,0.333333333,0,0.333333333,0.5,1,5,FALSE,1.5
136,136,5,31,English,Male,0,condition 2,3.8279,6,2,6,NA,1,NA,6,NA,6,NA,3.271,NA,6.237,NA,6.574,NA,3.144,NA,45.102,16.606,22.446,"[1, 'How likely is it that Brock-bot intentionally opened the door?'] [2, 'Was Brock-bot aiming to clean the room?'] [3, 'How likely is it that Brock-bot knew how to open the door?'] [4, 'Was Brock-bot aiming to open the door?']",3,3,3,1,5,2,4,6,2,0.153846154,0.153846154,0,0.307692308,0.166666667,0.384615385,0.5,0.166666667,1,FALSE,2.166666667
137,137,4,35,English,Female,0,condition 1,7.31195,20,30,7,NA,7,NA,7,NA,6,NA,3.863,NA,3.305,NA,21.165,NA,4.487,NA,16.13,12.54,19.453,"[1, 'How likely is it that Brock intentionally opened the door?'] [2, 'How likely is it that Brock knew how to open the door?'] [3, 'Was Brock aiming to open the door?'] [4, 'Was Brock aiming to clean the room?']",4,6,7,3,6,6,4,5,7,0.25,0.333333333,0,0.25,0.75,0.166666667,0.25,1,3,FALSE,3
138,138,4,46,englsih,Male,0,condition 1,5.6185,2,2,7,NA,1,NA,7,NA,6,NA,4.772,NA,16.045,NA,4.004,NA,6.026,NA,59.936,23.596,23.633,"[1, 'Was Brock aiming to clean the room?'] [2, 'How likely is it that Brock knew how to open the door?'] [3, 'Was Brock aiming to open the door?'] [4, 'How likely is it that Brock intentionally opened the door?']",2,1,1,1,4,1,1,7,1,0,0,0,0.333333333,0,0.666666667,0,0,1,FALSE,1.5
139,140,3,30,English,Male,0,condition 3,5.429416667,15,10,6,5,6,5,6,5,5,6,1.072,1.248,1.295,1.275,1.753,1.062,1.189,3.057,6.349,4.436,2.703,"[1, 'How likely is it that the vacuum-bot knew how to open the door?'] [2, 'How likely is it that Brock knew how to open the door?'] [3, 'Was Brock aiming to clean the room?'] [4, 'Was the vacuum-bot aiming to open the door?'] [5, 'What is the likelihood that the vacuum-bot had the intention to open the door?'] [6, 'Was Brock aiming to open the door?'] [7, 'Was the vacuum-bot aiming to clean the room?'] [8, 'How likely is it that Brock intentionally opened the door?']",3,5,7,7,7,6,6,7,7,0,0.333333333,1,0.333333333,0.5,0.333333333,0.5,1,5,FALSE,3
140,141,4,31,ENGLISH,Male,0,condition 2,5.951416667,60,60,7,NA,6,NA,5,NA,7,NA,8.617,NA,2.32,NA,1.709,NA,5.508,NA,16.413,5.285,4.878,"[1, 'Was Brock-bot aiming to open the door?'] [2, 'Was Brock-bot aiming to clean the room?'] [3, 'How likely is it that Brock-bot intentionally opened the door?'] [4, 'How likely is it that Brock-bot knew how to open the door?']",3,7,7,7,6,6,5,6,5,0.333333333,0.333333333,1,0.166666667,0.5,0.166666667,0,0,5,FALSE,3
141,142,3,30,ENGLISH,Male,0,condition 2,6.206483333,20,20,7,NA,7,NA,5,NA,5,NA,19.704,NA,10.255,NA,7.223,NA,7.88,NA,80.039,25.045,22.689,"[1, 'Was Brock-bot aiming to open the door?'] [2, 'Was Brock-bot aiming to clean the room?'] [3, 'How likely is it that Brock-bot intentionally opened the door?'] [4, 'How likely is it that Brock-bot knew how to open the door?']",3,1,1,1,5,1,6,6,6,0,0,0,0.444444444,0,0.555555556,0.833333333,0.833333333,1,FALSE,1.5
142,143,4,28,English,Male,0,condition 3,2.514066667,2,2,4,4,5,5,5,4,5,5,0.943,1.008,1.487,4.618,1.32,1.263,1.031,1.183,9.368,3.085,2.222,"[1, 'Was the vacuum-bot aiming to clean the room?'] [2, 'Was Brock aiming to clean the room?'] [3, 'Was Brock aiming to open the door?'] [4, 'How likely is it that the vacuum-bot knew how to open the door?'] [5, 'Was the vacuum-bot aiming to open the door?'] [6, 'How likely is it that Brock intentionally opened the door?'] [7, 'What is the likelihood that the vacuum-bot had the intention to open the door?'] [8, 'How likely is it that Brock knew how to open the door?']",2,5,5,4,4,5,4,4,4,0.5,0.5,0,0,0.333333333,0,0,0,4,FALSE,0.666666667
143,144,3,49,English,Male,0,condition 2,4.581533333,1,1,6,NA,1,NA,6,NA,6,NA,2.504,NA,12.564,NA,5.655,NA,2.746,NA,24.451,16.088,14.853,"[1, 'Was Brock-bot aiming to clean the room?'] [2, 'How likely is it that Brock-bot intentionally opened the door?'] [3, 'How likely is it that Brock-bot knew how to open the door?'] [4, 'Was Brock-bot aiming to open the door?']",2,1,1,1,7,1,4,5,1,0,0,0,0.6,0,0.4,0.5,0,1,FALSE,1.666666667
144,145,3,35,English,Male,0,condition 1,6.069833333,2,2,3,NA,7,NA,6,NA,6,NA,2.937,NA,2.129,NA,4.05,NA,3.469,NA,6.976,3.49,2.15,"[1, 'How likely is it that Brock intentionally opened the door?'] [2, 'How likely is it that Brock knew how to open the door?'] [3, 'Was Brock aiming to clean the room?'] [4, 'Was Brock aiming to open the door?']",2,5,4,5,6,6,5,6,6,0.2,0,0.333333333,0.4,0.666666667,0.4,0.333333333,0.666666667,4,FALSE,1.666666667
